CLASS,nombre,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nF11Ring,nF12Ring,nFG12Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT8Ring,nT9Ring,nT10Ring,nT11Ring,nT12Ring,nTG12Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,n11HeteroRing,n12HeteroRing,nG12HeteroRing,nFHeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nF11HeteroRing,nF12HeteroRing,nFG12HeteroRing,nTHeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nT11HeteroRing,nT12HeteroRing,nTG12HeteroRing,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,MQNs_atom_counts_c,MQNs_atom_counts_f,MQNs_atom_counts_cl,MQNs_atom_counts_br,MQNs_atom_counts_i,MQNs_atom_counts_s,MQNs_atom_counts_p,MQNs_atom_counts_an,MQNs_atom_counts_cn,MQNs_atom_counts_ao,MQNs_atom_counts_co,MQNs_atom_counts_hac,MQNs_bond_counts_asb,MQNs_bond_counts_adb,MQNs_bond_counts_atb,MQNs_bond_counts_csb,MQNs_bond_counts_cdb,MQNs_bond_counts_ctb,MQNs_bond_counts_rbc,MQNs_polarity_counts_hbam,MQNs_polarity_counts_hba,MQNs_polarity_counts_hbdm,MQNs_polarity_counts_hbd,MQNs_polarity_counts_negc,MQNs_polarity_counts_posc,MQNs_topology_counts_asv,MQNs_topology_counts_adv,MQNs_topology_counts_atv,MQNs_topology_counts_aqv,MQNs_topology_counts_cdv,MQNs_topology_counts_ctv,MQNs_topology_counts_cqv,MQNs_topology_counts_r3,MQNs_topology_counts_r4,MQNs_topology_counts_r5,MQNs_topology_counts_r6,MQNs_topology_counts_r7,MQNs_topology_counts_r8,MQNs_topology_counts_rg,MQNs_topology_counts_rgIO,MQNs_topology_counts_afrc,MQNs_topology_counts_bfrc,MolLogP
c,201.mol2,114,66,48,0,42,6,18,0,0,0,0,0,0,0,69,117,108,81,33,9,9,0,0,36,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.030399578583,25896.3688091164,29160.0180740002,52435.9740280665,0.493866458840935,0.556107111854014,7.62313229475379,2.14743277697777E-05,0.869537762740593,0.217536105921203,0.09350193058307,2.53667975334655,4004.18757545,2.93005149339491E+034,-8.31,15.6940226634981,21.3767702182217,12.0257989500796,89.9165199139365,51.0480435487627,79.0317508013493,39.1026599386532,10.9740525268318,6.72943834431787,3.79924921613769,31.0317508013493,15.9698886228703,10.9740525268318,6.72943834431787,3.79924921613769,222.5535,924.870000000001,924.302508696002,66,876.485999999999,12,24,18,12,24,24,354,6,3,1,1,0,1,1,3,0,0,4,0.357142857142857,0,0,374.88,442.464226677603,76.7223181277737,28.7672231044309,14.3836115522155,0,0,18.1272561229899,77.3658649497538,24.673654011064,41.364008486155,36.2937314858989,61.0218008747216,17.7215391880545,26.3087371314503,17.9079158638556,145.832633156787,8.58719794339581,31.8588801197303,0,95.4587615947219,0,71.0721228440607,0,34.4970709997034,53.3509942399646,31.8588801197303,146.938450220952,42.9778119658311,0,121.532626753208,54.3817683689697,8.4710524699692,0,0,0,34.4970709997034,0,286.237829798181,0,0,0,0,0,0,44.8634380080434,58.1810070984716,22.6081628892368,28.7672231044309,417.065152126794,135.705954736925,11.8545018294271,-6.20263226397199,-43.7879616542176,-51.8363347326307,-19.4011655795994,-33.147514462727,0,0,42,0,0,0,0,0,0,6,0,15,3,66,78,9,0,21,9,0,24,42,24,0,0,0,0,9,6,12,9,3,21,6,0,0,0,3,0,0,0,1,0,0,-1.0614
h,202.mol2,154,68,86,0,50,6,12,0,0,0,0,0,0,0,68,154,144,138,52,10,10,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20588008546331,5337.69910457152,1.73877080336246E+054,-4.62,11.0524374435353,37.2972618404883,28.6487123599307,125.789646070912,66.2642264950731,118.582261058566,58.4051278216434,9.54306136277669,5.12510765201007,2.67185549403173,32.5822610585661,16.0222455828242,9.54306136277669,5.12510765201007,2.67185549403173,258.690199999999,963.268000000003,962.630372192002,68,876.58,8,18,12,8,18,48,388,6,0,1,1,0,1,1,0,0,0,1,0.72,0,0,258.61,526.1372052034,30.8839193958796,44.3958245675623,15.189653174896,0,0,106.577343485458,77.9120004638514,143.014610837418,39.9920488346703,17.7949498083555,4.2355262349846,24.8775374742177,17.7215391880545,0,174.798596491536,2.86239931446527,31.1190932347612,0,192.038518604807,39.1675347816967,47.1657326619725,0,0,35.443078376109,15.9294400598651,136.562560897562,33.504086058231,0,280.904008581036,47.1657326619725,8.5291252066825,0,0,0,0,0,344.933957659347,0,0,0,0,0,0,30.5830807991459,114.198416233914,28.0849615888698,4.79453718407182,722.534528311823,86.908624388212,6.35987222315128,-8.53660421002621,-24.7239784033172,-26.2099544452898,-129.537167231623,-53.4619872995974,0,0,50,0,0,0,0,0,0,4,2,12,0,68,138,10,0,6,0,0,48,30,18,0,0,0,0,6,6,16,34,0,4,2,0,0,0,1,0,0,0,0,0,0,6.45380000000001
c,203.mol2,81,45,36,0,32,4,9,0,0,0,0,0,0,0,48,84,80,57,21,4,4,0,0,27,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.33074627588952,5355.90283121594,20888.9623102201,23955.9280563026,0.223573172311597,0.871974663687655,6.35936515823153,0.000162806288905,0.974687148074976,0.473503833007345,0.191489783946319,2.19967969593358,3104.42135417513,1.10363544005559E+016,-5.46,9.52090631488375,14.818881106273,7.93278247789674,63.3835041980465,36.4540084311848,57.4630889961746,28.7393712753884,7.51405798814136,4.7457690623324,2.77733048198041,21.4630889961746,11.3037026320691,7.51405798814136,4.7457690623324,2.77733048198041,163.6194,620.659000000002,620.248228732001,45,584.371,7,13,10,7,13,19,238,3,3,0,1,0,0,1,3,0,0,4,0.3125,0,0,201.25,310.101513354701,45.8004403467633,14.3836115522155,4.99240473263567,0,0,24.1696748306532,62.2251790672636,49.2903341921576,33.1394571491336,11.8295298602339,31.8396239581417,5.89774534435761,24.8775374742177,0,87.2401977471444,7.15599828616317,15.5195364374272,4.99240473263567,38.0685773165834,25.9874387372638,77.1145415517239,0,28.7475591664195,23.6192845324121,10.6196267065768,99.3045827375253,9.53140013787187,0,92.0020937934548,65.4165918092686,2.8236841566564,0,0,0,28.7475591664195,0,209.05693774183,0,0,0,0,0,0,30.5364456881717,53.0977849693858,10.9598329243139,4.79453718407182,305.43633736789,44.6481393395747,17.9026994607844,-4.89485201472872,-17.5216417088019,-18.8014215704155,-20.817900649823,-25.7846935578137,0,0,32,0,0,0,0,0,0,3,1,8,1,45,58,3,0,13,10,0,19,22,13,0,0,0,0,3,5,6,8,2,19,2,0,0,1,3,0,0,0,0,0,0,2.6074
otro,204.mol2,84,46,38,0,32,4,10,0,0,0,0,0,0,0,48,86,82,57,19,4,4,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3125443473585,8195.14414899978,13468.2359684037,18772.9459796251,0.436540123105572,0.717427940346774,5.62640809113216,8.75430532157676E-05,0.899684789756375,0.20529105220216,0.261805849519554,2.73711046280878,3130.06676942563,5.59218641651684E+017,-5.5,9.75118629682497,16.538062283737,9.25124951941561,66.2537476860496,37.7677742471577,59.8713372866385,29.5948331613522,7.4119959155254,4.54703240694969,2.55846579829292,21.8713372866385,11.3037026320691,7.4119959155254,4.54703240694969,2.55846579829292,165.6824,638.674000000002,638.258793416001,46,600.37,9,14,10,9,14,22,246,4,3,0,0,0,0,0,3,0,0,3,0.3125,0,0,228.99,318.558762719412,51.4821989373589,19.1781487362873,0,0,0,24.1696748306532,62.2251790672636,49.2903341921576,39.2194751760836,11.7674043016336,27.2335735681202,7.33837938658414,24.8775374742177,0,93.8185222468516,8.58719794339581,20.8293497907156,0,38.0685773165834,25.9874387372638,77.1145415517239,0,28.7475591664195,23.628718917406,15.9294400598651,105.854024970859,4.79453718407182,0,96.7966309775266,60.424187076633,4.2355262349846,0,0,0,28.7475591664195,0,214.376185480112,0,0,0,0,0,0,30.6528491466433,51.2039637511466,15.7543701083857,4.79453718407182,315.702120235926,55.7906502873489,19.6339906957629,-5.5438461005491,-19.6741966933303,-20.7994740983693,-21.9794065392158,-26.9631711209068,0,0,32,0,0,0,0,0,0,4,0,10,0,46,64,4,0,9,9,0,22,24,14,0,0,0,0,4,6,8,10,0,18,0,0,0,0,3,0,0,0,0,0,0,1.5527
mix,205.mol2,101,51,50,0,34,6,11,0,0,0,0,0,0,0,52,102,97,79,29,5,5,0,0,23,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08815477970264,3244.15069355918,69367.1305427183,70655.6234245916,0.045914968070752,0.981763760343174,9.98280059918747,0.000302625818922,0.998945351712025,0.868992832235306,0.056668455830273,2.83003398949456,3308.41690100814,2.24837938338147E+026,-5.13,9.84152227367581,22.5595850042356,16.4186774475367,81.0216968784807,44.6278165867985,74.1740127681022,36.3114184863339,7.57099811922467,4.19830576403624,2.21561589643068,24.1740127681022,12.178647170551,7.57099811922467,4.19830576403624,2.21561589643068,185.49,718.805000000002,718.353756420001,51,668.405,12,17,13,12,17,30,282,4,2,0,0,0,0,0,2,0,0,2,0.5,0,0,278.91,366.506296307915,62.5117292663735,19.1781487362873,4.79453718407182,0,0,0,100.47950039122,80.9786155181048,20.9704011396801,2.8236841566564,34.2464664574321,13.2455591159356,18.9703577448662,5.96930528795185,115.18541267144,8.58719794339581,31.8588801197303,0,56.5844500216187,51.9748774745276,47.3814152293738,0,22.9980473331356,29.5980242053579,31.8588801197303,124.982799923676,14.3836115522155,0,123.788201696641,36.2545122459798,8.4710524699692,1.43119965723263,0,0,22.9980473331356,0,240.395694383744,0,0,0,0,0,0,30.6528491466433,69.1470755478334,23.9726859203591,0,407.590195114928,68.6505020512913,13.2939215897627,-8.95025040108356,-20.4776531360365,-8.94882424948823,-42.6779767259842,-40.8965809100566,0,0,34,0,0,0,0,0,0,6,0,11,0,51,85,5,0,6,6,0,30,28,17,0,0,0,0,5,6,11,17,0,12,0,0,0,0,2,0,0,0,0,0,0,0.016900000000004
mix,206.mol2,106,58,48,0,33,6,17,2,0,0,0,0,0,0,59,107,98,80,32,9,9,0,0,27,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978335812552338,8619.60358427514,64854.4593843399,71395.2806300221,0.120730719288616,0.908385803823962,9.15142644481669,0.000105386030221,0.992685294249922,0.680981925264572,0.056106331288719,2.88626078349292,3986.82586924982,4.91124760102712E+029,-5.31,13.6139693413778,22.5825842460041,15.5586616595329,84.9359104408537,46.9217866611685,74.9399990918132,36.2861633577255,8.7624947001524,5.02532531521747,2.89281522201722,28.5729922536686,16.1533920419426,11.3954878620079,6.80436441757994,4.30901727206528,200.5022,864.906000000001,864.251736076001,58,816.521999999999,14,23,19,14,25,33,324,4,2,0,0,0,0,0,2,0,0,2,0.484848484848485,0,0,387.65,400.762025729518,62.5117292663735,28.288210076201,4.79453718407182,16.8355939686579,0,0,82.0217380745639,67.1101954223704,29.3557870107336,2.8236841566564,44.0374334084677,16.1079584304009,39.2066114629333,5.96930528795185,135.648033755331,11.4495972578611,31.8588801197303,0,60.0024920713249,51.9748774745276,35.2965778140472,0,22.9980473331356,49.834277923425,31.8588801197303,150.928455232247,34.6198652702826,0,111.932242570631,33.9606417816887,8.4710524699692,4.2935989716979,0,0,22.9980473331356,0,251.965152736191,0,0,0,0,0,0,39.762910486557,66.5264406376178,40.808279889017,0,447.593049099099,65.0654050590622,12.2879409766807,-9.92986117697319,-22.9014822676085,-7.04689338498891,-37.9707620612257,-41.9315688964143,-11.9991606809652,0,33,0,0,0,0,2,0,6,0,17,0,58,86,9,0,6,6,0,33,40,23,0,0,0,0,9,8,11,18,0,12,0,0,0,0,2,0,0,0,0,0,0,-1.8798
mix,207.mol2,105,55,50,0,34,6,14,1,0,0,0,0,0,0,56,106,99,81,31,7,7,0,0,25,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26484577643514,4516.32030744938,70274.5527678895,70950.9282667855,0.063654139808677,0.990466995775548,9.55078974217295,0.000219308403379,0.997972018888915,0.822776179959854,0.092747943987276,2.86323402852965,3810.69693714005,6.37042312441439E+027,-5.22,11.662449499579,22.8703155402793,16.3589164092779,84.2288036596672,46.3998016239835,75.8070059299577,36.9237909220297,8.22924640968854,4.64306553962686,2.5696664089427,26.6235025108854,14.2910196062468,9.54574299061626,5.53258509080809,3.27776743396673,195.3046,798.869000000002,798.310571280002,55,748.469,13,20,16,13,21,32,306,4,2,0,0,0,0,0,2,0,0,2,0.5,0,0,333.28,388.221602576082,62.5117292663735,23.7331794062442,4.79453718407182,8.41779698432894,0,0,94.4370816835566,75.4151640264079,25.1630940752069,2.8236841566564,39.1419499329499,14.6767587731683,29.0884846038997,5.96930528795185,126.787481769555,10.0183976006284,31.8588801197303,0,61.4799334971365,51.9748774745276,41.3389965217105,0,22.9980473331356,39.7161510643914,31.8588801197303,137.955627577961,24.501738411249,0,122.417443140471,35.1075770138342,8.4710524699692,2.86239931446527,0,0,22.9980473331356,0,249.366886010632,0,0,0,0,0,0,35.2078798166001,69.2075166488958,32.390482904688,0,436.2191789257,66.9172718488958,12.7426899940297,-9.4608458301376,-21.7441230622222,-8.01983358428337,-43.1525263706421,-41.5069236672632,-5.99488825407703,0,34,0,0,0,0,1,0,6,0,14,0,55,87,7,0,6,6,0,32,34,20,0,0,0,0,7,7,11,18,0,12,0,0,0,0,2,0,0,0,0,0,0,-0.736399999999996
otro,210.mol2,108,48,60,0,39,0,9,0,0,0,0,0,0,0,52,112,107,107,47,5,5,0,0,5,5,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,1,3,0,0,0,1,0,0,0,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0.997687558442509,3760.11136108521,36291.3894598595,38384.3679785451,0.09795944440682,0.945473154075237,7.63426258552623,0.000251448178865,0.995190407535918,0.735187115168515,0.084637328833479,1.9119595982018,3750.83878326148,1.26231682541884E+034,-1.66,7.82443706665203,17.0339702533631,10.2050075485379,86.6374637225752,46.751036022066,83.1742346141748,41.9907311951025,8.47431965704424,5.13698974278317,3.31160178893339,23.1742346141748,12.357738033247,8.47431965704424,5.13698974278317,3.31160178893339,184.125199999999,672.900000000003,672.423733500002,48,612.42,4,9,9,4,9,23,270,0,0,4,5,0,4,5,0,0,0,5,0.743589743589744,1,0,130.37,371.519452645231,44.1195475334291,0,0,0,0,59.8836361837169,83.964072209887,75.0250679690324,88.2153513929042,6.08001802694999,5.7871111525706,5.72479862893054,0,0,120.882026678961,5.72479862893054,0,5.89395768536308,170.656019048793,6.55898524291629,59.0838158124568,0,0,0,0,105.386326085296,23.6843147690002,5.89395768536308,174.751188745304,59.0838158124568,0,0,0,0,0,0,242.192777789529,0,0,0,0,0,0,20.4352327644288,81.4979385323992,24.673654011064,0,542.938441552294,0,15.8138244717703,-7.33198935393398,-11.2728617632249,-16.569645287239,-112.553805725321,-26.6072972276785,0,0,39,0,0,0,0,0,0,0,0,4,5,48,83,4,0,24,1,0,23,18,9,0,0,0,0,0,4,8,13,5,2,16,1,0,1,3,0,0,0,0,3,1,5.36580000000001
otro,212.mol2,81,45,36,0,31,4,10,0,0,0,0,0,0,0,47,83,79,54,18,4,4,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04353615490547,9378.20359118057,21197.1889721887,28951.7381938682,0.323925407461954,0.73215600494336,6.90279773312344,7.80699627412539E-05,0.946082623453474,0.329023909657076,0.118457010383427,2.47569345546344,3022.81399694395,9.24670978513834E+015,-5.66,9.66785742702018,16.2586828114786,9.94845739718092,63.7537476860496,36.5337940124335,57.3713372866385,28.3184399591022,7.20158571890043,4.30123681684469,2.39807300947505,21.3713372866385,11.0800958343191,7.20158571890043,4.30123681684469,2.39807300947505,161.3301,624.647000000002,624.243143352001,45,588.359,10,14,10,10,14,21,240,4,3,0,0,0,0,0,3,0,0,3,0.290322580645161,0,0,237.78,309.231964750323,51.8921025597968,19.1781487362873,0,0,0,6.0424187076633,74.16155546029,53.0285861510317,24.8344885450962,17.5169161349175,28.6454156464484,5.90717972935151,26.3087371314503,0,91.1180886566691,8.58719794339581,21.2392534131535,0,37.8825169749965,19.4905790529478,71.0721228440606,0,34.4970709997034,23.628718917406,21.2392534131535,88.3772375287426,4.79453718407182,0,98.578312994379,54.3817683689697,5.6473683133128,0,0,0,34.4970709997034,0,207.810262202268,0,0,0,0,0,0,30.6528491466433,48.5035301609641,20.5489072924575,0,295.834895689952,56.4356089982092,18.249893014763,-5.27931084804168,-19.6612577656587,-19.1177968267067,-26.5016199385526,-15.0437456572978,0,0,31,0,0,0,0,0,0,4,0,10,0,45,61,4,0,9,9,0,21,24,14,0,0,0,0,4,6,8,9,0,18,0,0,0,0,3,0,0,0,0,0,0,1.9453
mix,213.mol2,137,74,63,0,41,11,21,1,0,0,0,0,0,0,75,138,125,109,46,13,13,0,0,29,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5502347896784,10356.4250194528,79249.7903665821,82401.8889343,0.125681888526974,0.961747253509794,8.93170488822219,9.28647918276157E-05,0.992070593706059,0.672379874497919,0.160090449998899,3.90249021836378,5019.22599423014,2.49858069738812E+045,-7.3,16.8540934606138,30.029635125441,20.3077690600564,110.322661786802,60.4380294016652,97.4008119407045,47.1538645773666,11.1834386264301,6.41175313869036,3.55551416871481,35.2173085216323,18.5351362071202,12.4999352073579,7.19921061725564,4.05130498061341,247.8955,1078.078,1077.392069036,74,1014.574,22,32,23,19,33,33,414,9,1,1,1,0,1,1,1,0,0,2,0.585365853658537,0,0,558.05,510.601427332574,95.3993150912363,47.7058653266033,9.58907436814364,8.41779698432894,0,6.37292490132938,69.5650963102776,58.763609965918,47.3352816796644,40.6323141305788,37.7774805037498,52.9822364637426,21.7501052173156,11.9386105759037,177.4412839164,11.4495972578611,42.478506826307,17.1591509271788,129.345066281089,25.9874387372638,17.6482889070236,0,11.4990236665678,75.2213549991008,59.6376577534858,201.328559046478,58.0634986997518,0,136.661263393371,16.9803208908444,19.7657890965948,4.2935989716979,0,0,11.4990236665678,0,319.338830344531,0,0,0,0,0,0,40.3166880077074,81.9334529327541,42.6680543134408,23.9726859203591,560.552543283806,160.263934599104,6.07751315818462,-7.71251290801086,-47.6050862442014,-43.5352451036192,-85.1154680009419,-21.8489176636147,-5.82676112070677,0,41,0,0,0,0,1,0,7,4,21,0,74,103,13,0,19,3,0,33,53,32,0,0,0,0,13,8,14,17,0,14,8,0,0,0,1,0,0,0,1,0,0,-7.94140000000003
mix,214.mol2,139,76,63,0,41,13,21,1,0,0,0,0,0,0,77,140,126,110,47,14,14,0,0,30,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23116380237583,9572.41741317395,93379.0420171512,98389.9646093109,0.097290587014482,0.949070795867676,9.5401662852017,9.9146407318336E-05,0.995256018157327,0.736942147328763,0.07967827098185,3.92384989024144,5109.09921063849,1.19895935543082E+046,-7.99,17.5242059541357,30.3961308251738,21.0910818906271,111.684469106368,61.4825231531734,98.2952391317044,47.4691121616165,11.4702420253051,6.50515483812786,3.60221501843356,36.1117357126322,18.9559566003701,12.7867386062329,7.29261231669313,4.09800583033216,254.9009,1106.092,1105.398217036,76,1042.588,24,34,23,20,35,32,424,9,1,1,1,0,1,1,1,0,0,2,0.560975609756098,0,0,596.43,520.952753779923,101.119032066963,52.6982700592389,9.58907436814364,8.41779698432894,0,6.37292490132938,56.6953117246322,59.777435425553,50.0767987920048,37.8086299739224,49.3844033858064,52.9822364637426,21.7501052173156,11.9386105759037,177.523450960716,11.4495972578611,42.478506826307,27.8712726355408,122.972141379759,25.9874387372638,17.6482889070236,0,11.4990236665678,81.1809095678447,65.3573747292121,207.288113615222,58.0634986997518,0,127.546821379701,21.97272562348,22.5894732532512,4.2935989716979,0,0,11.4990236665678,0,324.645176987671,0,0,0,0,0,0,45.309092740343,79.2741028647296,45.4095714257812,23.9726859203591,560.595862151031,163.131654749401,6.19619231038099,-8.5206708500275,-49.923664108829,-43.4973754858408,-79.3423884169302,-22.1439439759971,-5.82899970652136,0,41,0,0,0,0,1,0,9,4,21,0,76,104,14,0,19,3,0,32,55,34,0,0,0,0,13,9,16,16,0,14,8,0,0,0,1,0,0,0,1,0,0,-9.01680000000002
otro,216.mol2,54,26,28,0,16,4,6,0,0,0,0,0,0,0,26,54,50,46,18,4,4,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.879745811689066,2348.19107484871,3428.26246034362,5113.20390650228,0.459240647896439,0.670472471474103,3.82361755860591,0.000285527220785,0.888311897544809,0.19649893802109,0.207181265373608,4.55825155548266,1406.54734927031,15079612243.7742,-2.2,4.61091516226651,12.2015584883564,9.3267196708991,44.0330157158901,23.3375461685304,40.238344124783,19.6814231065253,3.48018582030396,1.78823530715195,0.843653252825969,12.238344124783,5.97049933459767,3.48018582030396,1.78823530715195,0.843653252825969,89.9544,372.422,372.200884616001,26,344.198,4,10,6,4,10,2,148,4,0,1,1,0,1,1,0,0,0,1,0.75,0,0,139.28,191.598203986825,10.6196267065768,29.5972163783749,10.1264354499307,0,0,0,25.4916996053175,78.8943094659857,5.48303422468088,0,2.8236841566564,26.4911182318713,0,0,68.1815051975819,0,20.7460621565074,0,50.983399210635,25.9874387372638,0,0,0,23.628718917406,10.6196267065768,70.1616607466881,19.1781487362873,0,83.8816045587203,0,5.68608347112167,0,0,0,0,0,121.345619021812,0,0,0,0,0,0,10.4190676420876,38.5842888192069,19.1781487362873,0,221.878608657986,52.7698141858599,0.999678709549567,0,-12.245504091801,0,-39.2428248896232,-19.4931059053047,0,0,16,0,0,0,0,0,0,0,4,6,0,26,30,4,0,20,0,0,2,16,10,0,0,0,0,4,2,0,0,0,8,12,0,0,0,0,0,0,0,1,0,0,-0.211199999999997
